,match_id,rad_pos1,rad_pos2,rad_pos3,rad_pos4,rad_pos5,dire_pos1,dire_pos2,dire_pos3,dire_pos4,dire_pos5,pos1_diff,pos2_diff,pos3_diff,pos4_diff,pos5_diff,team_diff,minute,winner,rad_pos1_predicted_last_gold,dire_pos1_predicted_last_gold,rad_pos2_predicted_last_gold,dire_pos2_predicted_last_gold,rad_pos3_predicted_last_gold,dire_pos3_predicted_last_gold,rad_pos4_predicted_last_gold,dire_pos4_predicted_last_gold,rad_pos5_predicted_last_gold,dire_pos5_predicted_last_gold
109,7545622003,74,78,41,105,50,2,46,43,123,53,-5100,-5204,-8525,-6053,-5616,-30498,35,dire,17563.0,22211.0,14920.0,20037.0,10844.0,18471.0,8740.0,14651.0,7824.0,13034.0
110,7545626504,46,21,41,14,64,42,29,53,106,26,7821,1448,1774,-2551,2993,11485,35,radiant,26758.0,18378.0,18467.0,16665.0,16649.0,14997.0,12249.0,14554.0,12405.0,9309.0
111,7545665209,138,60,74,85,51,123,76,19,86,97,-4552,-8340,861,-2973,-3111,-18115,35,dire,17633.0,23449.0,13791.0,22542.0,14603.0,14170.0,11024.0,13758.0,9045.0,11840.0
112,7545688814,48,13,53,79,20,44,17,14,128,37,7243,2339,5398,1903,-263,16620,35,radiant,28278.0,20902.0,17375.0,15193.0,17870.0,12695.0,11955.0,9915.0,9368.0,9234.0
113,7545749916,48,54,21,86,14,120,25,98,103,26,780,-2186,3644,5456,6537,14231,35,radiant,21969.0,22538.0,18759.0,20968.0,18056.0,14757.0,15668.0,10622.0,14898.0,8410.0
114,7545850405,69,14,22,123,20,109,106,97,19,26,8636,4504,7914,4063,-795,24322,35,radiant,27007.0,19895.0,22281.0,18955.0,20759.0,13792.0,16205.0,11960.0,9994.0,10892.0
115,7546267004,74,38,70,21,26,25,102,32,58,3,-6205,5608,5174,2298,1424,8299,35,radiant,18308.0,24251.0,20358.0,14207.0,18153.0,12293.0,11026.0,8586.0,9109.0,7692.0
116,7546556801,98,43,109,83,112,72,60,36,91,121,1230,6568,4968,1645,1182,15593,35,radiant,23571.0,22292.0,21891.0,17173.0,20847.0,16640.0,10993.0,9784.0,8765.0,8520.0
117,7546718402,89,102,137,26,45,39,93,129,123,119,4432,-443,-502,-4464,-465,-1442,35,dire,25123.0,19342.0,17462.0,17180.0,17115.0,17270.0,8642.0,12433.0,8116.0,8471.0
118,7546973501,94,43,7,83,100,48,13,102,20,103,5179,1456,2732,2158,3127,14652,35,radiant,27804.0,22994.0,18352.0,17506.0,17324.0,14420.0,11592.0,9317.0,10947.0,7841.0
